id;nom;nom_majus;cp;insee;dept;lat;long;distance
26724;Obernai;OBERNAI;67210;67348;73;48.466667;7.483333;1.12
26725;Oberroedern;OBERROEDERN;67250;67349;73;48.916667;7.966667;2.15
26726;Oberschaeffolsheim;OBERSCHAEFFOLSHEIM;67203;67350;73;48.583333;7.633333;0.5
26727;Obersoultzbach;OBERSOULTZBACH;67330;67352;73;48.85;7.45;0.91
26728;Obersteinbach;OBERSTEINBACH;67510;67353;73;49.033333;7.683333;1.88
26729;Odratzheim;ODRATZHEIM;67520;67354;73;48.6;7.483333;1.22
26730;Oermingen;OERMINGEN;67970;67355;73;49;7.116667;2.21
26731;Offendorf;OFFENDORF;67850;67356;73;48.716667;7.916667;1.9
26732;Offenheim;OFFENHEIM;67370;67357;73;48.633333;7.616667;0.81
26733;Offwiller;OFFWILLER;67340;67358;73;48.916667;7.55;1.41
26734;Ohlungen;OHLUNGEN;67590;67359;73;48.816667;7.7;1
26735;Ohnenheim;OHNENHEIM;67390;67360;73;48.183333;7.5;2.62
26736;Olwisheim;OLWISHEIM;67170;67361;73;48.7;7.666667;0.85
26737;Orschwiller;ORSCHWILLER;67600;67362;73;48.233333;7.383333;2.36
26738;Osthoffen;OSTHOFFEN;67990;67363;73;48.583333;7.55;0.5
26739;Osthouse;OSTHOUSE;67150;67364;73;48.4;7.633333;1.47
26740;Ostwald;OSTWALD;67540;67365;73;48.55;7.716667;0.87
26741;Ottersthal;OTTERSTHAL;67700;67366;73;48.75;7.35;1.06
26742;Otterswiller;OTTERSWILLER;67700;67367;73;48.716667;7.383333;0.84
26743;Ottrott;OTTROTT;67530;67368;73;48.45;7.416667;1.21
26744;Ottwiller;OTTWILLER;67320;67369;73;48.866667;7.233333;1.61
26745;Petersbach;PETERSBACH;67290;67370;73;48.866667;7.266667;1.44
26746;La Petite-Pierre;LA PETITE PIERRE;67290;67371;73;48.866667;7.316667;1.18
26747;Pfaffenhoffen;PFAFFENHOFFEN;67350;67372;73;48.85;7.616667;0.91
26748;Pfalzweyer;PFALZWEYER;67320;67373;73;48.8;7.25;1.52
26749;Pfettisheim;PFETTISHEIM;67370;67374;73;48.666667;7.633333;0.84
26750;Pfulgriesheim;PFULGRIESHEIM;67370;67375;73;48.65;7.666667;1.57
26751;Bischtroff-sur-Sarre;BISCHTROFF SUR SARRE;67260;67376;73;48.9;7.066667;2.46
26752;Plaine;PLAINE;67420;67377;73;48.416667;7.15;2.04
26753;Plobsheim;PLOBSHEIM;67115;67378;73;48.466667;7.716667;1.12
26754;Preuschdorf;PREUSCHDORF;67250;67379;73;48.95;7.8;1.88
26755;Printzheim;PRINTZHEIM;67490;67380;73;48.783333;7.483333;1.78
26756;Puberg;PUBERG;67290;67381;73;48.916667;7.316667;1.26
26757;Quatzenheim;QUATZENHEIM;67117;67382;73;48.633333;7.566667;0.67
26758;Rangen;RANGEN;67310;67383;73;48.666667;7.483333;1.01
26759;Ratzwiller;RATZWILLER;67430;67385;73;48.95;7.233333;1.61
26760;Rauwiller;RAUWILLER;67320;67386;73;48.816667;7.1;2.29
26761;Reichsfeld;REICHSFELD;67140;67387;73;48.366667;7.383333;1.65
26762;Reichshoffen;REICHSHOFFEN;67110;67388;73;48.933333;7.666667;1.35
26763;Reichstett;REICHSTETT;67116;67389;73;48.65;7.75;1.04
26764;Reimerswiller;REIMERSWILLER;67660;67390;73;48.916667;7.883333;1.73
26765;Reinhardsmunster;REINHARDSMUNSTER;67440;67391;73;48.683333;7.316667;1.84
26766;Reipertswiller;REIPERTSWILLER;67340;67392;73;48.933333;7.466667;1.35
26767;Reitwiller;REITWILLER;67370;67393;73;48.683333;7.616667;0.64
26768;Retschwiller;RETSCHWILLER;67250;67394;73;48.95;7.866667;1.64
26769;Reutenbourg;REUTENBOURG;67440;67395;73;48.683333;7.4;0.75
26770;Rexingen;REXINGEN;67320;67396;73;48.9;7.183333;1.86
26771;Rhinau;RHINAU;67860;67397;73;48.316667;7.7;1.92
26772;Richtolsheim;RICHTOLSHEIM;67390;67398;73;48.216667;7.6;2.45
26773;Riedheim;RIEDHEIM;67330;67399;73;48.816667;7.483333;0.73
26774;Riedseltz;RIEDSELTZ;67160;67400;73;49;7.95;2.07
26775;Rimsdorf;RIMSDORF;67260;67401;73;48.933333;7.133333;2.12
26776;Ringeldorf;RINGELDORF;67350;67402;73;48.833333;7.616667;0.82
26777;Ringendorf;RINGENDORF;67350;67403;73;48.816667;7.55;1.92
26778;Rittershoffen;RITTERSHOFFEN;67690;67404;73;48.9;7.95;2.07
26779;Roeschwoog;ROESCHWOOG;67480;67405;73;48.833333;8.033333;2.5
26780;Rohr;ROHR;67270;67406;73;48.7;7.55;0.99
26781;Rohrwiller;ROHRWILLER;67410;67407;73;48.75;7.9;1.81
26782;Romanswiller;ROMANSWILLER;67310;67408;73;48.65;7.416667;0.87
26783;Rosenwiller;ROSENWILLER;67560;67410;73;48.5;7.45;0.94
26784;Rosheim;ROSHEIM;67190;67411;73;48.5;7.466667;1.37
26785;Rossfeld;ROSSFELD;67230;67412;73;48.333333;7.616667;1.83
26786;Rosteig;ROSTEIG;67290;67413;73;48.933333;7.35;1.35
26787;Rothau;ROTHAU;67570;67414;73;48.45;7.216667;1.69
26788;Rothbach;ROTHBACH;67340;67415;73;48.9;7.533333;1.17
26789;Rott;ROTT;67160;67416;73;49.016667;7.9;1.81
26790;Rottelsheim;ROTTELSHEIM;67170;67417;73;48.75;7.716667;0.97
26791;Rountzenheim;ROUNTZENHEIM;67480;67418;73;48.816667;8;2.32
26792;Rumersheim;RUMERSHEIM;67370;67419;73;48.683333;7.633333;0.93
26793;Russ;RUSS;67130;67420;73;48.5;7.25;1.52
26794;Saales;SAALES;67420;67421;73;48.35;7.116667;2.21
26795;Saasenheim;SAASENHEIM;67390;67422;73;48.233333;7.616667;2.36
26796;Saessolsheim;SAESSOLSHEIM;67270;67423;73;48.7;7.516667;1.36
26797;Saint-Blaise-la-Roche;SAINT BLAISE LA ROCHE;67420;67424;73;48.4;7.166667;1.95
26798;Saint-Jean-Saverne;SAINT JEAN SAVERNE;67700;67425;73;48.766667;7.366667;1.01
26799;Saint-Martin;SAINT MARTIN;67220;67426;73;48.35;7.3;1.74
26800;Saint-Maurice;SAINT MAURICE;67220;67427;73;48.333333;7.333333;1.83
26801;Saint-Nabor;SAINT NABOR;67530;67428;73;48.45;7.416667;1.21
26802;Saint-Pierre;SAINT PIERRE;67140;67429;73;48.383333;7.466667;1.56
26803;Saint-Pierre-Bois;SAINT PIERRE BOIS;67220;67430;73;48.333333;7.366667;1.88
26804;Salenthal;SALENTHAL;67440;67431;73;48.666667;7.366667;0.92
26805;Salmbach;SALMBACH;67160;67432;73;48.983333;8.066667;2.67
26806;Sand;SAND;67230;67433;73;48.383333;7.616667;1.56
26807;Sarre-Union;SARRE UNION;67260;67434;73;48.933333;7.083333;2.38
26808;Sarrewerden;SARREWERDEN;67260;67435;73;48.916667;7.083333;2.38
26809;Saulxures;SAULXURES;67420;67436;73;48.383333;7.133333;2.12
26810;Saverne;SAVERNE;67700;67437;73;48.733333;7.366667;0.92
26811;Schaeffersheim;SCHAEFFERSHEIM;67150;67438;73;48.433333;7.616667;1.3
26812;Schaffhouse-sur-Zorn;SCHAFFHOUSE SUR ZORN;67270;67439;73;48.733333;7.566667;0.29
26813;Schaffhouse-près-Seltz;SCHAFFHOUSE PRES SELTZ;67470;67440;73;48.9;8.1;2.84
26814;Schalkendorf;SCHALKENDORF;67350;67441;73;48.833333;7.566667;1.29
26815;Scheibenhard;SCHEIBENHARD;67630;67443;73;48.983333;8.133333;-1
26816;Scherlenheim;SCHERLENHEIM;67270;67444;73;48.766667;7.533333;0.77
26817;Scherwiller;SCHERWILLER;67750;67445;73;48.283333;7.416667;2.09
26818;Schillersdorf;SCHILLERSDORF;67340;67446;73;48.866667;7.516667;1
26819;Schiltigheim;SCHILTIGHEIM;67300;67447;73;48.6;7.75;1.04
26820;Schirmeck;SCHIRMECK;67130;67448;73;48.483333;7.216667;1.69
26821;Schirrhein;SCHIRRHEIN;67240;67449;73;48.8;7.9;1.81
26822;Schirrhoffen;SCHIRRHOFFEN;67240;67450;73;48.8;7.916667;1.9
26823;Schleithal;SCHLEITHAL;67160;67451;73;48.983333;8.033333;2.5
26824;Schnersheim;SCHNERSHEIM;67370;67452;73;48.666667;7.583333;0.21
26825;Schoenau;SCHOENAU;67390;67453;73;48.233333;7.65;2.36
26826;Schoenbourg;SCHOENBOURG;67320;67454;73;48.833333;7.266667;1.44
26827;Schoenenbourg;SCHOENENBOURG;67250;67455;73;48.95;7.916667;1.9
26828;Schopperten;SCHOPPERTEN;67260;67456;73;48.95;7.05;2.55
26829;Schwabwiller;SCHWABWILLER;67660;67457;73;48.9;7.866667;1.64
26830;Schwindratzheim;SCHWINDRATZHEIM;67270;67460;73;48.75;7.6;0.86
26831;Schwobsheim;SCHWOBSHEIM;67390;67461;73;48.233333;7.566667;2.36
26832;Sélestat;SELESTAT;67600;67462;73;48.266667;7.45;2.18
26833;Seltz;SELTZ;67470;67463;73;48.883333;8.1;2.84
26834;Sermersheim;SERMERSHEIM;67230;67464;73;48.333333;7.55;1.83
26835;Sessenheim;SESSENHEIM;67770;67465;73;48.8;7.983333;2.24
26836;Siegen;SIEGEN;67160;67466;73;48.95;8.05;2.58
26837;Siewiller;SIEWILLER;67320;67467;73;48.85;7.2;1.78
26838;Siltzheim;SILTZHEIM;67260;67468;73;49.066667;7.083333;2.45
26839;Singrist;SINGRIST;67440;67469;73;48.666667;7.383333;0.84
26840;Solbach;SOLBACH;67130;67470;73;48.433333;7.2;1.78
26841;Souffelweyersheim;SOUFFELWEYERSHEIM;67460;67471;73;48.633333;7.733333;0.96
26842;Soufflenheim;SOUFFLENHEIM;67620;67472;73;48.833333;7.966667;2.15
26843;Soultz-les-Bains;SOULTZ LES BAINS;67120;67473;73;48.566667;7.483333;1.19
26844;Soultz-sous-Forêts;SOULTZ SOUS FORETS;67250;67474;73;48.933333;7.883333;1.73
26845;Sparsbach;SPARSBACH;67340;67475;73;48.883333;7.416667;1.47
26846;Stattmatten;STATTMATTEN;67770;67476;73;48.8;8;2.32
26847;Steige;STEIGE;67220;67477;73;48.366667;7.233333;2.06
26848;Steinbourg;STEINBOURG;67790;67478;73;48.766667;7.416667;0.67
26849;Steinseltz;STEINSELTZ;67160;67479;73;49.016667;7.933333;1.98
26850;Still;STILL;67190;67480;73;48.55;7.4;0.75
26851;Stotzheim;STOTZHEIM;67140;67481;73;48.383333;7.483333;1.56
26852;Strasbourg;STRASBOURG;67000;67482;73;48.583333;7.75;1.04
26853;Struth;STRUTH;67290;67483;73;48.883333;7.25;1.52
26854;Stundwiller;STUNDWILLER;67250;67484;73;48.916667;7.983333;2.24
26855;Sundhouse;SUNDHOUSE;67920;67486;73;48.25;7.6;2.27
26856;Surbourg;SURBOURG;67250;67487;73;48.916667;7.85;1.55
26857;Thanvillé;THANVILLE;67220;67490;73;48.316667;7.35;1.92
26858;Tieffenbach;TIEFFENBACH;67290;67491;73;48.9;7.25;1.52
26859;Traenheim;TRAENHEIM;67310;67492;73;48.6;7.466667;0.56
26860;Triembach-au-Val;TRIEMBACH AU VAL;67220;67493;73;48.333333;7.333333;1.83
26861;Trimbach;TRIMBACH;67470;67494;73;48.933333;8.016667;2.41
26862;Truchtersheim;TRUCHTERSHEIM;67370;67495;73;48.666667;7.6;0.27
26863;Uberach;UBERACH;67350;67496;73;48.85;7.633333;0.91
26864;Uhlwiller;UHLWILLER;67350;67497;73;48.816667;7.666667;1.89
26865;Uhrwiller;UHRWILLER;67350;67498;73;48.883333;7.583333;1.52
26866;Urbeis;URBEIS;67220;67499;73;48.333333;7.233333;1.88
26867;Urmatt;URMATT;67280;67500;73;48.516667;7.333333;1.35
26868;Uttenheim;UTTENHEIM;67150;67501;73;48.4;7.6;1.47
26869;Uttenhoffen;UTTENHOFFEN;67110;67502;73;48.883333;7.65;1.09
26870;Uttwiller;UTTWILLER;67330;67503;73;48.85;7.483333;0.91
26871;Valff;VALFF;67210;67504;73;48.416667;7.516667;1.39
26872;La Vancelle;LA VANCELLE;67730;67505;73;48.283333;7.3;2.09
26873;Vendenheim;VENDENHEIM;67550;67506;73;48.666667;7.716667;1
26874;Villé;VILLE;67220;67507;73;48.333333;7.3;1.83
26875;Voellerdingen;VOELLERDINGEN;67430;67508;73;48.966667;7.133333;2.12
26876;Volksberg;VOLKSBERG;67290;67509;73;48.95;7.3;1.44
26877;Wahlenheim;WAHLENHEIM;67170;67510;73;48.766667;7.683333;0.76
26878;Walbourg;WALBOURG;67360;67511;73;48.883333;7.783333;1.25
26879;La Walck;LA WALCK;67350;67512;73;48.85;7.616667;0.91
26880;Waldersbach;WALDERSBACH;67130;67513;73;48.416667;7.216667;1.69
26881;Waldhambach;WALDHAMBACH;67430;67514;73;48.916667;7.216667;1.69
26882;Waldolwisheim;WALDOLWISHEIM;67700;67515;73;48.733333;7.433333;0.69
26883;Waltenheim-sur-Zorn;WALTENHEIM SUR ZORN;67670;67516;73;48.75;7.633333;0.92
26884;Wangen;WANGEN;67520;67517;73;48.616667;7.466667;1.49
26885;Wangenbourg;WANGENBOURG;67710;67518;73;48.616667;7.316667;1.18
26886;La Wantzenau;LA WANTZENAU;67610;67519;73;48.666667;7.833333;1.47
26887;Wasselonne;WASSELONNE;67310;67520;73;48.633333;7.45;0.5
26888;Weinbourg;WEINBOURG;67340;67521;73;48.866667;7.45;1
26889;Weislingen;WEISLINGEN;67290;67522;73;48.916667;7.25;1.52
26890;Weitbruch;WEITBRUCH;67500;67523;73;48.75;7.783333;1.21
26891;Weiterswiller;WEITERSWILLER;67340;67524;73;48.85;7.416667;1.66
26892;Westhoffen;WESTHOFFEN;67310;67525;73;48.6;7.433333;0.63
26893;Weyer;WEYER;67320;67528;73;48.85;7.166667;1.95
26894;Weyersheim;WEYERSHEIM;67720;67529;73;48.716667;7.8;1.3
26895;Wildersbach;WILDERSBACH;67130;67531;73;48.433333;7.233333;1.61
26896;Willgottheim;WILLGOTTHEIM;67370;67532;73;48.666667;7.516667;1.59
26897;Wilshausen;WILSHAUSEN;67270;67533;73;48.783333;7.55;0.88
26898;Wilwisheim;WILWISHEIM;67270;67534;73;48.75;7.516667;0.97
26899;Wimmenau;WIMMENAU;67290;67535;73;48.916667;7.416667;2.08
26900;Windstein;WINDSTEIN;67110;67536;73;49;7.683333;1.7
26901;Wingen;WINGEN;67510;67537;73;49.033333;7.816667;1.88
26902;Wingen-sur-Moder;WINGEN SUR MODER;67290;67538;73;48.916667;7.366667;1.26
26903;Wingersheim;WINGERSHEIM;67170;67539;73;48.716667;7.633333;1.13
26904;Wintershouse;WINTERSHOUSE;67590;67540;73;48.8;7.7;1
26905;Wintzenbach;WINTZENBACH;67470;67541;73;48.933333;8.1;2.84
26906;Wintzenheim-Kochersberg;WINTZENHEIM KOCHERSBERG;67370;67542;73;48.65;7.516667;1.62
26907;Wisches;WISCHES;67130;67543;73;48.5;7.266667;1.44
26908;Wissembourg;WISSEMBOURG;67160;67544;73;49.033333;7.95;2.07
26909;Witternheim;WITTERNHEIM;67230;67545;73;48.316667;7.6;1.92
26910;Wittersheim;WITTERSHEIM;67670;67546;73;48.783333;7.65;1.35
26911;Wittisheim;WITTISHEIM;67820;67547;73;48.266667;7.583333;2.18
26912;Wiwersheim;WIWERSHEIM;67370;67548;73;48.633333;7.6;0.66
26913;Woellenheim;WOELLENHEIM;67370;67549;73;48.683333;7.5;1.98
26914;Woerth;WOERTH;67360;67550;73;48.933333;7.75;-1
26915;Wolfisheim;WOLFISHEIM;67202;67551;73;48.583333;7.666667;0.61
26916;Wolfskirchen;WOLFSKIRCHEN;67260;67552;73;48.866667;7.066667;2.46
26917;Wolschheim;WOLSCHHEIM;67700;67553;73;48.7;7.45;1.14
26918;Wolxheim;WOLXHEIM;67120;67554;73;48.566667;7.5;0.82
26919;Zehnacker;ZEHNACKER;67310;67555;73;48.666667;7.45;0.82
26920;Zeinheim;ZEINHEIM;67310;67556;73;48.666667;7.483333;1.01
26921;Zellwiller;ZELLWILLER;67140;67557;73;48.4;7.5;1.5
26922;Zinswiller;ZINSWILLER;67110;67558;73;48.916667;7.583333;1.28
26923;Zittersheim;ZITTERSHEIM;67290;67559;73;48.9;7.35;1.17
26924;Zollingen;ZOLLINGEN;67260;67561;73;48.916667;7.066667;2.46
26925;Zutzendorf;ZUTZENDORF;67330;67562;73;48.85;7.55;1.7
26926;Graufthal;GRAUFTHAL;67320;67900;73;48.816667;7.283333;1.71
26927;Champenay;CHAMPENAY;67420;67905;73;48.416667;7.133333;2.12
26928;Engenthal;ENGENTHAL;67710;67908;73;48.633333;7.3;1.27
26929;Fréconrupt;FRECONRUPT;67130;67909;73;48.466667;7.183333;1.86
26930;Hersbach;HERSBACH;67130;67914;73;48.5;7.25;1.52
26931;Ittlenheim;ITTLENHEIM;67370;67917;73;48.666667;7.55;0.9
26932;Krafft;KRAFFT;67150;67920;73;48.416667;7.7;1.39
26933;Netzenbach;NETZENBACH;67130;67921;73;48.516667;7.266667;1.44
26934;Obermodern;OBERMODERN;67330;67926;73;48.85;7.533333;1.41
26935;Oberseebach;OBERSEEBACH;67160;67927;73;48.966667;7.983333;2.24
26936;Ohnheim;OHNHEIM;67640;67928;73;48.483333;7.7;2
26937;Steinbach;STEINBACH;67130;67937;73;48.433333;7.225;-1
26938;Wagenbach;WAGENBACH;67220;67938;73;48.35;7.25;1.74
26939;Wackenbach;WACKENBACH;67130;67939;73;48.483333;7.183333;1.86
26940;Klingenthal;KLINGENTHAL;67530;67947;73;48.466667;7.416667;1.12
26941;Marienthal;MARIENTHAL;67500;67948;73;48.783333;7.816667;1.38
26942;Algolsheim;ALGOLSHEIM;68600;68001;72;48;7.566667;2.29
26943;Altenach;ALTENACH;68210;68002;72;47.616667;7.116667;1.25
26944;Altenbach;ALTENBACH;68760;68003;72;47.883333;7.083333;1.51
26945;Altkirch;ALTKIRCH;68130;68004;72;47.616667;7.25;1.37
26946;Ammerschwihr;AMMERSCHWIHR;68770;68005;72;48.116667;7.283333;1.73
26947;Ammerzwiller;AMMERZWILLER;68210;68006;72;47.683333;7.166667;1.37
26948;Andolsheim;ANDOLSHEIM;68280;68007;72;48.066667;7.416667;1.66
26949;Appenwihr;APPENWIHR;68280;68008;72;48.016667;7.433333;1.24
26950;Artzenheim;ARTZENHEIM;68320;68009;72;48.116667;7.533333;2.03
26951;Aspach;ASPACH;68130;68010;72;47.65;7.233333;1.88
26952;Aspach-le-Bas;ASPACH LE BAS;68700;68011;72;47.766667;7.15;1.14
26953;Aspach-le-Haut;ASPACH LE HAUT;68700;68012;72;47.783333;7.133333;1.12
26954;Attenschwiller;ATTENSCHWILLER;68220;68013;72;47.566667;7.466667;1.51
26955;Aubure;AUBURE;68150;68014;72;48.2;7.216667;2.19
26956;Baldersheim;BALDERSHEIM;68390;68015;72;47.8;7.366667;0.72
26957;Balgau;BALGAU;68740;68016;72;47.916667;7.533333;2.03
26958;Ballersdorf;BALLERSDORF;68210;68017;72;47.633333;7.166667;1.2
26959;Balschwiller;BALSCHWILLER;68210;68018;72;47.666667;7.166667;1.23
26960;Baltzenheim;BALTZENHEIM;68320;68019;72;48.083333;7.55;2.16
26961;Bantzenheim;BANTZENHEIM;68490;68020;72;47.833333;7.5;1.77
26962;Bartenheim;BARTENHEIM;68870;68021;72;47.633333;7.466667;1.51
26963;Battenheim;BATTENHEIM;68390;68022;72;47.833333;7.383333;1.48
26964;Beblenheim;BEBLENHEIM;68980;68023;72;48.15;7.333333;1.91
26965;Bellemagny;BELLEMAGNY;68210;68024;72;47.7;7.066667;1.64
26966;Bendorf;BENDORF;68480;68025;72;47.483333;7.283333;1.74
26967;Bennwihr;BENNWIHR;68630;68026;72;48.15;7.316667;1.91
26968;Berentzwiller;BERENTZWILLER;68130;68027;72;47.583333;7.383333;1.87
26969;Bergheim;BERGHEIM;68750;68028;72;48.2;7.366667;2.19
26970;Bergholtz;BERGHOLTZ;68500;68029;72;47.916667;7.25;0.93
26971;Bergholtz-Zell;BERGHOLTZ ZELL;68500;68030;72;47.933333;7.233333;0.96
26972;Bernwiller;BERNWILLER;68210;68031;72;47.7;7.183333;1.82
26973;Berrwiller;BERRWILLER;68500;68032;72;47.85;7.216667;1.13
26974;Bettendorf;BETTENDORF;68560;68033;72;47.583333;7.283333;1.45
26975;Bettlach;BETTLACH;68480;68034;72;47.5;7.416667;1.65
26976;Biederthal;BIEDERTHAL;68480;68035;72;47.466667;7.45;2.02
26977;Biesheim;BIESHEIM;68600;68036;72;48.033333;7.55;2.16
26978;Bischwihr;BISCHWIHR;68320;68038;72;48.083333;7.433333;1.55
26979;Bisel;BISEL;68580;68039;72;47.533333;7.216667;1.47
26980;Bitschwiller-lès-Thann;BITSCHWILLER LES THANN;68620;68040;72;47.833333;7.083333;1.51
26981;Blodelsheim;BLODELSHEIM;68740;68041;72;47.9;7.533333;2.03
26982;Blotzheim;BLOTZHEIM;68730;68042;72;47.6;7.483333;1.64
26983;Bollwiller;BOLLWILLER;68540;68043;72;47.866667;7.25;1
26984;Le Bonhomme;LE BONHOMME;68650;68044;72;48.166667;7.116667;2
26985;Bourbach-le-Bas;BOURBACH LE BAS;68290;68045;72;47.783333;7.066667;2.21
26986;Bourbach-le-Haut;BOURBACH LE HAUT;68290;68046;72;47.8;7.033333;1.9
26987;Bourgfelden;BOURGFELDEN;68300;68047;72;47.583333;7.55;2.16
26988;Bouxwiller;BOUXWILLER;68480;68049;72;47.508333;7.341667;-1
26989;Bréchaumont;BRECHAUMONT;68210;68050;72;47.666667;7.066667;1.64
26990;Breitenbach-Haut-Rhin;BREITENBACH HAUT RHIN;68380;68051;72;48.016667;7.1;1.38
26991;Bretten;BRETTEN;68780;68052;72;47.7;7.066667;1.64
26992;Brinighoffen;BRINIGHOFFEN;68720;68053;72;47.666667;7.216667;1.13
26993;Brinckheim;BRINCKHEIM;68870;68054;72;47.633333;7.45;1.38
26994;Bruebach;BRUEBACH;68440;68055;72;47.7;7.366667;0.74
26995;Brunstatt;BRUNSTATT;68350;68056;72;47.716667;7.316667;1
26996;Buethwiller;BUETHWILLER;68210;68057;72;47.65;7.15;0.98
26997;Buhl;BUHL;68530;68058;72;47.933333;7.183333;1
26998;Burnhaupt-le-Bas;BURNHAUPT LE BAS;68520;68059;72;47.716667;7.166667;1
26999;Burnhaupt-le-Haut;BURNHAUPT LE HAUT;68520;68060;72;47.733333;7.15;1
27000;Buschwiller;BUSCHWILLER;68220;68061;72;47.566667;7.516667;1.9
27001;Carspach;CARSPACH;68130;68062;72;47.616667;7.216667;2.13
27002;Cernay;CERNAY;68700;68063;72;47.816667;7.166667;0.85
27003;Chalampé;CHALAMPE;68490;68064;72;47.816667;7.55;2.16
27004;Chavannes-sur-l'Étang;CHAVANNES SUR L ETANG;68210;68065;72;47.633333;7.033333;1.9
27005;Colmar;COLMAR;68000;68066;72;48.083333;7.366667;1.55
27006;Courtavon;COURTAVON;68480;68067;72;47.45;7.2;1.92
27007;Dannemarie;DANNEMARIE;68210;68068;72;47.633333;7.133333;1.12
27008;Dessenheim;DESSENHEIM;68600;68069;72;47.966667;7.483333;1.64
27009;Didenheim;DIDENHEIM;68350;68070;72;47.716667;7.3;1
27010;Diefmatten;DIEFMATTEN;68780;68071;72;47.7;7.116667;1.55
27011;Dietwiller;DIETWILLER;68440;68072;72;47.7;7.416667;1.11
27012;Dolleren;DOLLEREN;68290;68073;72;47.8;6.933333;2.69
27013;Durlinsdorf;DURLINSDORF;68480;68074;72;47.483333;7.25;1.74
27014;Durmenach;DURMENACH;68480;68075;72;47.533333;7.333333;1.47
27015;Durrenentzen;DURRENENTZEN;68320;68076;72;48.083333;7.5;1.77
27016;Eglingen;EGLINGEN;68720;68077;72;47.666667;7.183333;2.07
27017;Eguisheim;EGUISHEIM;68420;68078;72;48.05;7.3;1.6
27018;Elbach;ELBACH;68210;68079;72;47.65;7.083333;1.51
27019;Emlingen;EMLINGEN;68130;68080;72;47.633333;7.3;0.92
27020;Ensisheim;ENSISHEIM;68190;68082;72;47.866667;7.35;1.42
27021;Eschbach-au-Val;ESCHBACH AU VAL;68140;68083;72;48.016667;7.15;1.18
27022;Eschentzwiller;ESCHENTZWILLER;68440;68084;72;47.716667;7.4;0.98
27023;Éteimbes;ETEIMBES;68210;68085;72;47.7;7.05;1.77
27024;Falkwiller;FALKWILLER;68210;68086;72;47.683333;7.133333;1.12
27025;Feldbach;FELDBACH;68640;68087;72;47.533333;7.266667;1.49
27026;Feldkirch;FELDKIRCH;68540;68088;72;47.866667;7.283333;1
27027;Fellering;FELLERING;68470;68089;72;47.9;6.983333;2.3
27028;Ferrette;FERRETTE;68480;68090;72;47.5;7.316667;1.65
27029;Fessenheim;FESSENHEIM;68740;68091;72;47.916667;7.533333;2.03
27030;Fislis;FISLIS;68480;68092;72;47.5;7.366667;1.65
27031;Flaxlanden;FLAXLANDEN;68720;68093;72;47.7;7.316667;1.88
27032;Folgensbourg;FOLGENSBOURG;68220;68094;72;47.55;7.45;1.38
27033;Fortschwihr;FORTSCHWIHR;68320;68095;72;48.083333;7.45;1.55
27034;Franken;FRANKEN;68130;68096;72;47.6;7.35;1.1
27035;Fréland;FRELAND;68240;68097;72;48.166667;7.2;2
27036;Friesen;FRIESEN;68580;68098;72;47.566667;7.15;1.28
27037;Froeningen;FROENINGEN;68720;68099;72;47.683333;7.266667;0.64
27038;Fulleren;FULLEREN;68210;68100;72;47.6;7.15;1.24
27039;Galfingue;GALFINGUE;68990;68101;72;47.7;7.216667;1
27040;Geishouse;GEISHOUSE;68690;68102;72;47.883333;7.066667;1.64
27041;Geispitzen;GEISPITZEN;68510;68103;72;47.666667;7.416667;1.11
27042;Geiswasser;GEISWASSER;68600;68104;72;47.966667;7.6;2.56
27043;Gommersdorf;GOMMERSDORF;68210;68107;72;47.633333;7.133333;1.12
27044;Grentzingen;GRENTZINGEN;68960;68108;72;47.566667;7.3;1.28
27045;Griesbach-au-Val;GRIESBACH AU VAL;68140;68109;72;48.033333;7.183333;1.46
27046;Grussenheim;GRUSSENHEIM;68320;68110;72;48.133333;7.483333;1.82
27047;Gueberschwihr;GUEBERSCHWIHR;68420;68111;72;48;7.283333;1.5
27048;Guebwiller;GUEBWILLER;68500;68112;72;47.916667;7.2;0.63
27049;Guémar;GUEMAR;68970;68113;72;48.183333;7.4;2.09
27050;Guevenatten;GUEVENATTEN;68210;68114;72;47.683333;7.083333;1.51
27051;Guewenheim;GUEWENHEIM;68116;68115;72;47.75;7.083333;1.51
27052;Gundolsheim;GUNDOLSHEIM;68250;68116;72;47.916667;7.3;0.96
27053;Gunsbach;GUNSBACH;68140;68117;72;48.05;7.183333;1.46
27054;Habsheim;HABSHEIM;68440;68118;72;47.733333;7.416667;1.67
27055;Hagenbach;HAGENBACH;68210;68119;72;47.65;7.166667;1.17
27056;Hagenthal-le-Bas;HAGENTHAL LE BAS;68220;68120;72;47.516667;7.466667;1.56
27057;Hagenthal-le-Haut;HAGENTHAL LE HAUT;68220;68121;72;47.516667;7.466667;1.56
27058;Hartmannswiller;HARTMANNSWILLER;68500;68122;72;47.866667;7.216667;0.73
27059;Hattstatt;HATTSTATT;68420;68123;72;48.016667;7.3;1.18
27060;Hausgauen;HAUSGAUEN;68130;68124;72;47.6;7.333333;1.1
27061;Hecken;HECKEN;68210;68125;72;47.683333;7.133333;1.12
27062;Hégenheim;HEGENHEIM;68220;68126;72;47.566667;7.533333;2.03
27063;Heidwiller;HEIDWILLER;68720;68127;72;47.666667;7.25;0.74
27064;Heimersdorf;HEIMERSDORF;68560;68128;72;47.566667;7.25;1.28
